1->0["{'txnID': 1, 'idx': 0, 'idy': 0, 'coins': 0}"]
358->251["{'txnID': 358, 'idx': None, 'idy': 25, 'coins': 50}"]
359->168["{'txnID': 359, 'idx': None, 'idy': 7, 'coins': 50}"]
360->251["{'txnID': 360, 'idx': None, 'idy': 40, 'coins': 50}"]
361->168["{'txnID': 361, 'idx': None, 'idy': 14, 'coins': 50}"]
362->251["{'txnID': 362, 'idx': None, 'idy': 39, 'coins': 50}"]
363->251["{'txnID': 363, 'idx': None, 'idy': 32, 'coins': 50}"]
364->231["{'txnID': 364, 'idx': None, 'idy': 7, 'coins': 50}"]
365->251["{'txnID': 365, 'idx': None, 'idy': 3, 'coins': 50}"]
366->168["{'txnID': 366, 'idx': None, 'idy': 24, 'coins': 50}"]
367->168["{'txnID': 367, 'idx': None, 'idy': 51, 'coins': 50}"]
368->168["{'txnID': 368, 'idx': None, 'idy': 5, 'coins': 50}"]
369->251["{'txnID': 369, 'idx': None, 'idy': 45, 'coins': 50}"]
370->251["{'txnID': 370, 'idx': None, 'idy': 12, 'coins': 50}"]
371->231["{'txnID': 371, 'idx': None, 'idy': 14, 'coins': 50}"]
372->251["{'txnID': 372, 'idx': None, 'idy': 20, 'coins': 50}"]
373->251["{'txnID': 373, 'idx': None, 'idy': 47, 'coins': 50}"]
374->251["{'txnID': 374, 'idx': None, 'idy': 52, 'coins': 50}"]
375->251["{'txnID': 375, 'idx': None, 'idy': 49, 'coins': 50}"]
376->231["{'txnID': 376, 'idx': None, 'idy': 50, 'coins': 50}"]
377->168["{'txnID': 377, 'idx': None, 'idy': 10, 'coins': 50}"]
378->248["{'txnID': 378, 'idx': None, 'idy': 22, 'coins': 50}"]
379->231["{'txnID': 379, 'idx': None, 'idy': 10, 'coins': 50}"]
380->251["{'txnID': 380, 'idx': None, 'idy': 18, 'coins': 50}"]
381->168["{'txnID': 381, 'idx': None, 'idy': 26, 'coins': 50}"]
382->195["{'txnID': 382, 'idx': None, 'idy': 54, 'coins': 50}"]
383->168["{'txnID': 383, 'idx': None, 'idy': 2, 'coins': 50}"]
384->231["{'txnID': 384, 'idx': None, 'idy': 51, 'coins': 50}"]
385->251["{'txnID': 385, 'idx': None, 'idy': 9, 'coins': 50}"]
386->231["{'txnID': 386, 'idx': None, 'idy': 19, 'coins': 50}"]
387->231["{'txnID': 387, 'idx': None, 'idy': 36, 'coins': 50}"]
388->231["{'txnID': 388, 'idx': None, 'idy': 1, 'coins': 50}"]
389->231["{'txnID': 389, 'idx': None, 'idy': 43, 'coins': 50}"]
390->231["{'txnID': 390, 'idx': None, 'idy': 35, 'coins': 50}"]
391->231["{'txnID': 391, 'idx': None, 'idy': 53, 'coins': 50}"]
392->231["{'txnID': 392, 'idx': None, 'idy': 30, 'coins': 50}"]
393->231["{'txnID': 393, 'idx': None, 'idy': 34, 'coins': 50}"]
394->231["{'txnID': 394, 'idx': None, 'idy': 27, 'coins': 50}"]
395->231["{'txnID': 395, 'idx': None, 'idy': 2, 'coins': 50}"]
396->231["{'txnID': 396, 'idx': None, 'idy': 24, 'coins': 50}"]
397->251["{'txnID': 397, 'idx': None, 'idy': 30, 'coins': 50}"]
398->251["{'txnID': 398, 'idx': None, 'idy': 2, 'coins': 50}"]
399->248["{'txnID': 399, 'idx': None, 'idy': 50, 'coins': 50}"]
400->251["{'txnID': 400, 'idx': None, 'idy': 34, 'coins': 50}"]
401->168["{'txnID': 401, 'idx': None, 'idy': 4, 'coins': 50}"]
402->168["{'txnID': 402, 'idx': None, 'idy': 0, 'coins': 50}"]
403->251["{'txnID': 403, 'idx': None, 'idy': 35, 'coins': 50}"]
404->231["{'txnID': 404, 'idx': None, 'idy': 5, 'coins': 50}"]
405->388["{'txnID': 405, 'idx': None, 'idy': 1, 'coins': 50}"]
406->251["{'txnID': 406, 'idx': None, 'idy': 53, 'coins': 50}"]
407->251["{'txnID': 407, 'idx': None, 'idy': 41, 'coins': 50}"]
408->251["{'txnID': 408, 'idx': None, 'idy': 19, 'coins': 50}"]
409->231["{'txnID': 409, 'idx': None, 'idy': 54, 'coins': 50}"]
410->251["{'txnID': 410, 'idx': None, 'idy': 51, 'coins': 50}"]
411->251["{'txnID': 411, 'idx': None, 'idy': 14, 'coins': 50}"]
412->248["{'txnID': 412, 'idx': None, 'idy': 24, 'coins': 50}"]
413->251["{'txnID': 413, 'idx': None, 'idy': 27, 'coins': 50}"]
414->248["{'txnID': 414, 'idx': None, 'idy': 36, 'coins': 50}"]
415->231["{'txnID': 415, 'idx': None, 'idy': 26, 'coins': 50}"]
416->251["{'txnID': 416, 'idx': None, 'idy': 43, 'coins': 50}"]
417->251["{'txnID': 417, 'idx': None, 'idy': 7, 'coins': 50}"]
418->251["{'txnID': 418, 'idx': None, 'idy': 5, 'coins': 50}"]
419->231["{'txnID': 419, 'idx': None, 'idy': 4, 'coins': 50}"]
420->251["{'txnID': 420, 'idx': None, 'idy': 54, 'coins': 50}"]
421->251["{'txnID': 421, 'idx': None, 'idy': 10, 'coins': 50}"]
422->251["{'txnID': 422, 'idx': None, 'idy': 26, 'coins': 50}"]
423->231["{'txnID': 423, 'idx': None, 'idy': 0, 'coins': 50}"]
424->380["{'txnID': 424, 'idx': None, 'idy': 18, 'coins': 50}"]
425->251["{'txnID': 425, 'idx': None, 'idy': 0, 'coins': 50}"]
426->251["{'txnID': 426, 'idx': None, 'idy': 4, 'coins': 50}"]
427->380["{'txnID': 427, 'idx': None, 'idy': 6, 'coins': 50}"]
428->380["{'txnID': 428, 'idx': None, 'idy': 8, 'coins': 50}"]
429->380["{'txnID': 429, 'idx': None, 'idy': 17, 'coins': 50}"]
430->380["{'txnID': 430, 'idx': None, 'idy': 29, 'coins': 50}"]
431->380["{'txnID': 431, 'idx': None, 'idy': 57, 'coins': 50}"]
432->380["{'txnID': 432, 'idx': None, 'idy': 28, 'coins': 50}"]
433->380["{'txnID': 433, 'idx': None, 'idy': 48, 'coins': 50}"]
434->380["{'txnID': 434, 'idx': None, 'idy': 13, 'coins': 50}"]
435->380["{'txnID': 435, 'idx': None, 'idy': 59, 'coins': 50}"]
436->380["{'txnID': 436, 'idx': None, 'idy': 58, 'coins': 50}"]
437->380["{'txnID': 437, 'idx': None, 'idy': 44, 'coins': 50}"]
438->380["{'txnID': 438, 'idx': None, 'idy': 40, 'coins': 50}"]
439->420["{'txnID': 439, 'idx': None, 'idy': 54, 'coins': 50}"]
440->380["{'txnID': 440, 'idx': None, 'idy': 56, 'coins': 50}"]
441->380["{'txnID': 441, 'idx': None, 'idy': 21, 'coins': 50}"]
442->380["{'txnID': 442, 'idx': None, 'idy': 46, 'coins': 50}"]
443->380["{'txnID': 443, 'idx': None, 'idy': 11, 'coins': 50}"]
444->420["{'txnID': 444, 'idx': None, 'idy': 42, 'coins': 50}"]
445->434["{'txnID': 445, 'idx': None, 'idy': 13, 'coins': 50}"]
446->434["{'txnID': 446, 'idx': None, 'idy': 59, 'coins': 50}"]
447->380["{'txnID': 447, 'idx': None, 'idy': 25, 'coins': 50}"]
448->380["{'txnID': 448, 'idx': None, 'idy': 22, 'coins': 50}"]
449->380["{'txnID': 449, 'idx': None, 'idy': 37, 'coins': 50}"]
450->380["{'txnID': 450, 'idx': None, 'idy': 55, 'coins': 50}"]
451->380["{'txnID': 451, 'idx': None, 'idy': 38, 'coins': 50}"]
452->434["{'txnID': 452, 'idx': None, 'idy': 48, 'coins': 50}"]
453->380["{'txnID': 453, 'idx': None, 'idy': 31, 'coins': 50}"]
454->380["{'txnID': 454, 'idx': None, 'idy': 53, 'coins': 50}"]
455->380["{'txnID': 455, 'idx': None, 'idy': 16, 'coins': 50}"]
456->434["{'txnID': 456, 'idx': None, 'idy': 6, 'coins': 50}"]
457->432["{'txnID': 457, 'idx': None, 'idy': 28, 'coins': 50}"]
458->434["{'txnID': 458, 'idx': None, 'idy': 8, 'coins': 50}"]
459->380["{'txnID': 459, 'idx': None, 'idy': 33, 'coins': 50}"]
460->380["{'txnID': 460, 'idx': None, 'idy': 47, 'coins': 50}"]
461->380["{'txnID': 461, 'idx': None, 'idy': 45, 'coins': 50}"]
462->380["{'txnID': 462, 'idx': None, 'idy': 3, 'coins': 50}"]
463->380["{'txnID': 463, 'idx': None, 'idy': 15, 'coins': 50}"]
464->432["{'txnID': 464, 'idx': None, 'idy': 44, 'coins': 50}"]
465->434["{'txnID': 465, 'idx': None, 'idy': 29, 'coins': 50}"]
466->434["{'txnID': 466, 'idx': None, 'idy': 17, 'coins': 50}"]
467->380["{'txnID': 467, 'idx': None, 'idy': 32, 'coins': 50}"]
468->434["{'txnID': 468, 'idx': None, 'idy': 57, 'coins': 50}"]
469->380["{'txnID': 469, 'idx': None, 'idy': 12, 'coins': 50}"]
470->380["{'txnID': 470, 'idx': None, 'idy': 23, 'coins': 50}"]
471->380["{'txnID': 471, 'idx': None, 'idy': 39, 'coins': 50}"]
472->380["{'txnID': 472, 'idx': None, 'idy': 20, 'coins': 50}"]
473->432["{'txnID': 473, 'idx': None, 'idy': 21, 'coins': 50}"]
474->380["{'txnID': 474, 'idx': None, 'idy': 52, 'coins': 50}"]
475->434["{'txnID': 475, 'idx': None, 'idy': 31, 'coins': 50}"]
476->432["{'txnID': 476, 'idx': None, 'idy': 11, 'coins': 50}"]
477->434["{'txnID': 477, 'idx': None, 'idy': 37, 'coins': 50}"]
478->434["{'txnID': 478, 'idx': None, 'idy': 42, 'coins': 50}"]
479->380["{'txnID': 479, 'idx': None, 'idy': 9, 'coins': 50}"]
480->380["{'txnID': 480, 'idx': None, 'idy': 49, 'coins': 50}"]
481->434["{'txnID': 481, 'idx': None, 'idy': 12, 'coins': 50}"]
482->380["{'txnID': 482, 'idx': None, 'idy': 50, 'coins': 50}"]
483->380["{'txnID': 483, 'idx': None, 'idy': 30, 'coins': 50}"]
484->434["{'txnID': 484, 'idx': None, 'idy': 40, 'coins': 50}"]
485->434["{'txnID': 485, 'idx': None, 'idy': 15, 'coins': 50}"]
486->380["{'txnID': 486, 'idx': None, 'idy': 34, 'coins': 50}"]
487->380["{'txnID': 487, 'idx': None, 'idy': 24, 'coins': 50}"]
488->380["{'txnID': 488, 'idx': None, 'idy': 2, 'coins': 50}"]
489->420["{'txnID': 489, 'idx': None, 'idy': 35, 'coins': 50}"]
490->432["{'txnID': 490, 'idx': None, 'idy': 32, 'coins': 50}"]
491->434["{'txnID': 491, 'idx': None, 'idy': 58, 'coins': 50}"]
492->434["{'txnID': 492, 'idx': None, 'idy': 46, 'coins': 50}"]
493->380["{'txnID': 493, 'idx': None, 'idy': 51, 'coins': 50}"]
494->434["{'txnID': 494, 'idx': None, 'idy': 38, 'coins': 50}"]
495->380["{'txnID': 495, 'idx': None, 'idy': 36, 'coins': 50}"]
496->434["{'txnID': 496, 'idx': None, 'idy': 56, 'coins': 50}"]
497->434["{'txnID': 497, 'idx': None, 'idy': 16, 'coins': 50}"]
498->380["{'txnID': 498, 'idx': None, 'idy': 41, 'coins': 50}"]
499->434["{'txnID': 499, 'idx': None, 'idy': 45, 'coins': 50}"]
500->434["{'txnID': 500, 'idx': None, 'idy': 33, 'coins': 50}"]
501->432["{'txnID': 501, 'idx': None, 'idy': 22, 'coins': 50}"]
502->380["{'txnID': 502, 'idx': None, 'idy': 19, 'coins': 50}"]
503->380["{'txnID': 503, 'idx': None, 'idy': 14, 'coins': 50}"]
504->432["{'txnID': 504, 'idx': None, 'idy': 9, 'coins': 50}"]
505->434["{'txnID': 505, 'idx': None, 'idy': 55, 'coins': 50}"]
506->434["{'txnID': 506, 'idx': None, 'idy': 23, 'coins': 50}"]
507->434["{'txnID': 507, 'idx': None, 'idy': 18, 'coins': 50}"]
508->380["{'txnID': 508, 'idx': None, 'idy': 27, 'coins': 50}"]
509->380["{'txnID': 509, 'idx': None, 'idy': 7, 'coins': 50}"]
510->434["{'txnID': 510, 'idx': None, 'idy': 49, 'coins': 50}"]
511->380["{'txnID': 511, 'idx': None, 'idy': 1, 'coins': 50}"]
512->434["{'txnID': 512, 'idx': None, 'idy': 52, 'coins': 50}"]
513->434["{'txnID': 513, 'idx': None, 'idy': 39, 'coins': 50}"]
514->380["{'txnID': 514, 'idx': None, 'idy': 43, 'coins': 50}"]
515->434["{'txnID': 515, 'idx': None, 'idy': 41, 'coins': 50}"]
516->434["{'txnID': 516, 'idx': None, 'idy': 47, 'coins': 50}"]
517->380["{'txnID': 517, 'idx': None, 'idy': 10, 'coins': 50}"]
518->380["{'txnID': 518, 'idx': None, 'idy': 5, 'coins': 50}"]
519->434["{'txnID': 519, 'idx': None, 'idy': 25, 'coins': 50}"]
520->434["{'txnID': 520, 'idx': None, 'idy': 3, 'coins': 50}"]
521->434["{'txnID': 521, 'idx': None, 'idy': 20, 'coins': 50}"]
522->434["{'txnID': 522, 'idx': None, 'idy': 7, 'coins': 50}"]
523->432["{'txnID': 523, 'idx': None, 'idy': 35, 'coins': 50}"]
524->380["{'txnID': 524, 'idx': None, 'idy': 26, 'coins': 50}"]
525->432["{'txnID': 525, 'idx': None, 'idy': 53, 'coins': 50}"]
526->434["{'txnID': 526, 'idx': None, 'idy': 14, 'coins': 50}"]
527->420["{'txnID': 527, 'idx': None, 'idy': 0, 'coins': 50}"]
528->432["{'txnID': 528, 'idx': None, 'idy': 19, 'coins': 50}"]
529->434["{'txnID': 529, 'idx': None, 'idy': 50, 'coins': 50}"]
530->434["{'txnID': 530, 'idx': None, 'idy': 10, 'coins': 50}"]
531->434["{'txnID': 531, 'idx': None, 'idy': 51, 'coins': 50}"]
532->434["{'txnID': 532, 'idx': None, 'idy': 1, 'coins': 50}"]
533->434["{'txnID': 533, 'idx': None, 'idy': 36, 'coins': 50}"]
534->432["{'txnID': 534, 'idx': None, 'idy': 27, 'coins': 50}"]
535->434["{'txnID': 535, 'idx': None, 'idy': 30, 'coins': 50}"]
536->434["{'txnID': 536, 'idx': None, 'idy': 43, 'coins': 50}"]
537->434["{'txnID': 537, 'idx': None, 'idy': 34, 'coins': 50}"]
538->380["{'txnID': 538, 'idx': None, 'idy': 4, 'coins': 50}"]
539->432["{'txnID': 539, 'idx': None, 'idy': 5, 'coins': 50}"]
540->434["{'txnID': 540, 'idx': None, 'idy': 2, 'coins': 50}"]
541->432["{'txnID': 541, 'idx': None, 'idy': 26, 'coins': 50}"]
542->434["{'txnID': 542, 'idx': None, 'idy': 24, 'coins': 50}"]
543->434["{'txnID': 543, 'idx': None, 'idy': 54, 'coins': 50}"]
544->434["{'txnID': 544, 'idx': None, 'idy': 4, 'coins': 50}"]
545->432["{'txnID': 545, 'idx': None, 'idy': 0, 'coins': 50}"]
546->446["{'txnID': 546, 'idx': None, 'idy': 59, 'coins': 50}"]
547->446["{'txnID': 547, 'idx': None, 'idy': 31, 'coins': 50}"]
548->446["{'txnID': 548, 'idx': None, 'idy': 13, 'coins': 50}"]
549->446["{'txnID': 549, 'idx': None, 'idy': 42, 'coins': 50}"]
550->446["{'txnID': 550, 'idx': None, 'idy': 48, 'coins': 50}"]
551->446["{'txnID': 551, 'idx': None, 'idy': 6, 'coins': 50}"]
552->446["{'txnID': 552, 'idx': None, 'idy': 12, 'coins': 50}"]
553->446["{'txnID': 553, 'idx': None, 'idy': 8, 'coins': 50}"]
554->446["{'txnID': 554, 'idx': None, 'idy': 17, 'coins': 50}"]
555->446["{'txnID': 555, 'idx': None, 'idy': 40, 'coins': 50}"]
556->513["{'txnID': 556, 'idx': None, 'idy': 39, 'coins': 50}"]
557->446["{'txnID': 557, 'idx': None, 'idy': 29, 'coins': 50}"]
558->446["{'txnID': 558, 'idx': None, 'idy': 57, 'coins': 50}"]
559->446["{'txnID': 559, 'idx': None, 'idy': 28, 'coins': 50}"]
560->446["{'txnID': 560, 'idx': None, 'idy': 58, 'coins': 50}"]
561->446["{'txnID': 561, 'idx': None, 'idy': 45, 'coins': 50}"]
562->446["{'txnID': 562, 'idx': None, 'idy': 37, 'coins': 50}"]
563->446["{'txnID': 563, 'idx': None, 'idy': 16, 'coins': 50}"]
564->446["{'txnID': 564, 'idx': None, 'idy': 44, 'coins': 50}"]
565->446["{'txnID': 565, 'idx': None, 'idy': 46, 'coins': 50}"]
566->446["{'txnID': 566, 'idx': None, 'idy': 21, 'coins': 50}"]
567->446["{'txnID': 567, 'idx': None, 'idy': 11, 'coins': 50}"]
568->446["{'txnID': 568, 'idx': None, 'idy': 15, 'coins': 50}"]
569->446["{'txnID': 569, 'idx': None, 'idy': 41, 'coins': 50}"]
570->446["{'txnID': 570, 'idx': None, 'idy': 55, 'coins': 50}"]
571->513["{'txnID': 571, 'idx': None, 'idy': 47, 'coins': 50}"]
572->446["{'txnID': 572, 'idx': None, 'idy': 38, 'coins': 50}"]
573->446["{'txnID': 573, 'idx': None, 'idy': 56, 'coins': 50}"]
574->446["{'txnID': 574, 'idx': None, 'idy': 33, 'coins': 50}"]
575->446["{'txnID': 575, 'idx': None, 'idy': 22, 'coins': 50}"]
576->446["{'txnID': 576, 'idx': None, 'idy': 32, 'coins': 50}"]
577->446["{'txnID': 577, 'idx': None, 'idy': 23, 'coins': 50}"]
578->446["{'txnID': 578, 'idx': None, 'idy': 18, 'coins': 50}"]
579->446["{'txnID': 579, 'idx': None, 'idy': 10, 'coins': 50}"]
580->446["{'txnID': 580, 'idx': None, 'idy': 51, 'coins': 50}"]
581->446["{'txnID': 581, 'idx': None, 'idy': 19, 'coins': 50}"]
582->446["{'txnID': 582, 'idx': None, 'idy': 52, 'coins': 50}"]
583->446["{'txnID': 583, 'idx': None, 'idy': 36, 'coins': 50}"]
584->446["{'txnID': 584, 'idx': None, 'idy': 49, 'coins': 50}"]
585->446["{'txnID': 585, 'idx': None, 'idy': 43, 'coins': 50}"]
586->446["{'txnID': 586, 'idx': None, 'idy': 3, 'coins': 50}"]
587->446["{'txnID': 587, 'idx': None, 'idy': 14, 'coins': 50}"]
588->446["{'txnID': 588, 'idx': None, 'idy': 20, 'coins': 50}"]
589->513["{'txnID': 589, 'idx': None, 'idy': 25, 'coins': 50}"]
590->446["{'txnID': 590, 'idx': None, 'idy': 9, 'coins': 50}"]
591->446["{'txnID': 591, 'idx': None, 'idy': 7, 'coins': 50}"]
592->446["{'txnID': 592, 'idx': None, 'idy': 50, 'coins': 50}"]
593->446["{'txnID': 593, 'idx': None, 'idy': 34, 'coins': 50}"]
594->446["{'txnID': 594, 'idx': None, 'idy': 30, 'coins': 50}"]
595->446["{'txnID': 595, 'idx': None, 'idy': 35, 'coins': 50}"]
596->446["{'txnID': 596, 'idx': None, 'idy': 2, 'coins': 50}"]
597->446["{'txnID': 597, 'idx': None, 'idy': 24, 'coins': 50}"]
598->446["{'txnID': 598, 'idx': None, 'idy': 1, 'coins': 50}"]
599->446["{'txnID': 599, 'idx': None, 'idy': 54, 'coins': 50}"]
600->446["{'txnID': 600, 'idx': None, 'idy': 53, 'coins': 50}"]
601->446["{'txnID': 601, 'idx': None, 'idy': 27, 'coins': 50}"]
602->446["{'txnID': 602, 'idx': None, 'idy': 26, 'coins': 50}"]
603->446["{'txnID': 603, 'idx': None, 'idy': 5, 'coins': 50}"]
604->446["{'txnID': 604, 'idx': None, 'idy': 4, 'coins': 50}"]
605->584["{'txnID': 605, 'idx': None, 'idy': 49, 'coins': 50}"]
606->584["{'txnID': 606, 'idx': None, 'idy': 48, 'coins': 50}"]
607->567["{'txnID': 607, 'idx': None, 'idy': 11, 'coins': 50}"]
608->567["{'txnID': 608, 'idx': None, 'idy': 21, 'coins': 50}"]
609->584["{'txnID': 609, 'idx': None, 'idy': 57, 'coins': 50}"]
610->600["{'txnID': 610, 'idx': None, 'idy': 53, 'coins': 50}"]
611->546["{'txnID': 611, 'idx': None, 'idy': 59, 'coins': 50}"]
612->584["{'txnID': 612, 'idx': None, 'idy': 29, 'coins': 50}"]
613->584["{'txnID': 613, 'idx': None, 'idy': 17, 'coins': 50}"]
614->446["{'txnID': 614, 'idx': None, 'idy': 0, 'coins': 50}"]
615->567["{'txnID': 615, 'idx': None, 'idy': 44, 'coins': 50}"]
616->584["{'txnID': 616, 'idx': None, 'idy': 28, 'coins': 50}"]
617->603["{'txnID': 617, 'idx': None, 'idy': 5, 'coins': 50}"]
618->584["{'txnID': 618, 'idx': None, 'idy': 37, 'coins': 50}"]
619->584["{'txnID': 619, 'idx': None, 'idy': 6, 'coins': 50}"]
620->584["{'txnID': 620, 'idx': None, 'idy': 39, 'coins': 50}"]
621->584["{'txnID': 621, 'idx': None, 'idy': 13, 'coins': 50}"]
622->584["{'txnID': 622, 'idx': None, 'idy': 15, 'coins': 50}"]
623->602["{'txnID': 623, 'idx': None, 'idy': 26, 'coins': 50}"]
624->584["{'txnID': 624, 'idx': None, 'idy': 58, 'coins': 50}"]
625->546["{'txnID': 625, 'idx': None, 'idy': 31, 'coins': 50}"]
626->584["{'txnID': 626, 'idx': None, 'idy': 8, 'coins': 50}"]
627->606["{'txnID': 627, 'idx': None, 'idy': 48, 'coins': 50}"]
628->603["{'txnID': 628, 'idx': None, 'idy': 30, 'coins': 50}"]
629->584["{'txnID': 629, 'idx': None, 'idy': 38, 'coins': 50}"]
630->584["{'txnID': 630, 'idx': None, 'idy': 56, 'coins': 50}"]
631->546["{'txnID': 631, 'idx': None, 'idy': 42, 'coins': 50}"]
632->584["{'txnID': 632, 'idx': None, 'idy': 52, 'coins': 50}"]
633->584["{'txnID': 633, 'idx': None, 'idy': 46, 'coins': 50}"]
634->584["{'txnID': 634, 'idx': None, 'idy': 33, 'coins': 50}"]
635->546["{'txnID': 635, 'idx': None, 'idy': 12, 'coins': 50}"]
636->606["{'txnID': 636, 'idx': None, 'idy': 29, 'coins': 50}"]
637->606["{'txnID': 637, 'idx': None, 'idy': 57, 'coins': 50}"]
638->584["{'txnID': 638, 'idx': None, 'idy': 40, 'coins': 50}"]
639->584["{'txnID': 639, 'idx': None, 'idy': 32, 'coins': 50}"]
640->606["{'txnID': 640, 'idx': None, 'idy': 17, 'coins': 50}"]
641->606["{'txnID': 641, 'idx': None, 'idy': 28, 'coins': 50}"]
642->584["{'txnID': 642, 'idx': None, 'idy': 47, 'coins': 50}"]
643->567["{'txnID': 643, 'idx': None, 'idy': 16, 'coins': 50}"]
644->584["{'txnID': 644, 'idx': None, 'idy': 23, 'coins': 50}"]
645->606["{'txnID': 645, 'idx': None, 'idy': 37, 'coins': 50}"]
646->567["{'txnID': 646, 'idx': None, 'idy': 35, 'coins': 50}"]
647->584["{'txnID': 647, 'idx': None, 'idy': 22, 'coins': 50}"]
648->606["{'txnID': 648, 'idx': None, 'idy': 44, 'coins': 50}"]
649->584["{'txnID': 649, 'idx': None, 'idy': 55, 'coins': 50}"]
650->606["{'txnID': 650, 'idx': None, 'idy': 13, 'coins': 50}"]
651->584["{'txnID': 651, 'idx': None, 'idy': 9, 'coins': 50}"]
652->584["{'txnID': 652, 'idx': None, 'idy': 45, 'coins': 50}"]
653->606["{'txnID': 653, 'idx': None, 'idy': 59, 'coins': 50}"]
654->600["{'txnID': 654, 'idx': None, 'idy': 18, 'coins': 50}"]
655->584["{'txnID': 655, 'idx': None, 'idy': 50, 'coins': 50}"]
656->567["{'txnID': 656, 'idx': None, 'idy': 20, 'coins': 50}"]
657->606["{'txnID': 657, 'idx': None, 'idy': 21, 'coins': 50}"]
658->606["{'txnID': 658, 'idx': None, 'idy': 11, 'coins': 50}"]
659->584["{'txnID': 659, 'idx': None, 'idy': 25, 'coins': 50}"]
660->606["{'txnID': 660, 'idx': None, 'idy': 6, 'coins': 50}"]
661->567["{'txnID': 661, 'idx': None, 'idy': 19, 'coins': 50}"]
662->584["{'txnID': 662, 'idx': None, 'idy': 3, 'coins': 50}"]
663->606["{'txnID': 663, 'idx': None, 'idy': 58, 'coins': 50}"]
664->606["{'txnID': 664, 'idx': None, 'idy': 15, 'coins': 50}"]
665->606["{'txnID': 665, 'idx': None, 'idy': 8, 'coins': 50}"]
666->567["{'txnID': 666, 'idx': None, 'idy': 43, 'coins': 50}"]
667->567["{'txnID': 667, 'idx': None, 'idy': 27, 'coins': 50}"]
668->606["{'txnID': 668, 'idx': None, 'idy': 46, 'coins': 50}"]
669->606["{'txnID': 669, 'idx': None, 'idy': 38, 'coins': 50}"]
670->546["{'txnID': 670, 'idx': None, 'idy': 41, 'coins': 50}"]
671->606["{'txnID': 671, 'idx': None, 'idy': 56, 'coins': 50}"]
672->606["{'txnID': 672, 'idx': None, 'idy': 33, 'coins': 50}"]
673->606["{'txnID': 673, 'idx': None, 'idy': 42, 'coins': 50}"]
674->606["{'txnID': 674, 'idx': None, 'idy': 31, 'coins': 50}"]
675->606["{'txnID': 675, 'idx': None, 'idy': 40, 'coins': 50}"]
676->584["{'txnID': 676, 'idx': None, 'idy': 1, 'coins': 50}"]
677->584["{'txnID': 677, 'idx': None, 'idy': 51, 'coins': 50}"]
678->606["{'txnID': 678, 'idx': None, 'idy': 32, 'coins': 50}"]
679->606["{'txnID': 679, 'idx': None, 'idy': 49, 'coins': 50}"]
680->606["{'txnID': 680, 'idx': None, 'idy': 23, 'coins': 50}"]
681->602["{'txnID': 681, 'idx': None, 'idy': 2, 'coins': 50}"]
682->606["{'txnID': 682, 'idx': None, 'idy': 52, 'coins': 50}"]
683->606["{'txnID': 683, 'idx': None, 'idy': 55, 'coins': 50}"]
684->606["{'txnID': 684, 'idx': None, 'idy': 47, 'coins': 50}"]
685->606["{'txnID': 685, 'idx': None, 'idy': 12, 'coins': 50}"]
686->584["{'txnID': 686, 'idx': None, 'idy': 34, 'coins': 50}"]
687->606["{'txnID': 687, 'idx': None, 'idy': 22, 'coins': 50}"]
688->546["{'txnID': 688, 'idx': None, 'idy': 14, 'coins': 50}"]
689->606["{'txnID': 689, 'idx': None, 'idy': 45, 'coins': 50}"]
690->546["{'txnID': 690, 'idx': None, 'idy': 10, 'coins': 50}"]
691->606["{'txnID': 691, 'idx': None, 'idy': 25, 'coins': 50}"]
692->606["{'txnID': 692, 'idx': None, 'idy': 16, 'coins': 50}"]
693->546["{'txnID': 693, 'idx': None, 'idy': 36, 'coins': 50}"]
694->606["{'txnID': 694, 'idx': None, 'idy': 9, 'coins': 50}"]
695->600["{'txnID': 695, 'idx': None, 'idy': 0, 'coins': 50}"]
696->606["{'txnID': 696, 'idx': None, 'idy': 3, 'coins': 50}"]
697->603["{'txnID': 697, 'idx': None, 'idy': 24, 'coins': 50}"]
698->606["{'txnID': 698, 'idx': None, 'idy': 39, 'coins': 50}"]
699->584["{'txnID': 699, 'idx': None, 'idy': 7, 'coins': 50}"]
700->606["{'txnID': 700, 'idx': None, 'idy': 20, 'coins': 50}"]
701->606["{'txnID': 702, 'idx': None, 'idy': 35, 'coins': 50}"]
702->606["{'txnID': 703, 'idx': None, 'idy': 1, 'coins': 50}"]
703->606["{'txnID': 704, 'idx': None, 'idy': 18, 'coins': 50}"]
704->606["{'txnID': 705, 'idx': None, 'idy': 53, 'coins': 50}"]
705->603["{'txnID': 706, 'idx': None, 'idy': 4, 'coins': 50}"]
706->584["{'txnID': 707, 'idx': None, 'idy': 54, 'coins': 50}"]
707->606["{'txnID': 708, 'idx': None, 'idy': 30, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
708->606["{'txnID': 709, 'idx': None, 'idy': 19, 'coins': 50}"]
709->606["{'txnID': 710, 'idx': None, 'idy': 27, 'coins': 50}"]
710->606["{'txnID': 711, 'idx': None, 'idy': 41, 'coins': 50}"]
711->606["{'txnID': 712, 'idx': None, 'idy': 34, 'coins': 50}"]
712->606["{'txnID': 713, 'idx': None, 'idy': 50, 'coins': 50}"]
713->606["{'txnID': 714, 'idx': None, 'idy': 2, 'coins': 50}"]
714->606["{'txnID': 715, 'idx': None, 'idy': 43, 'coins': 50}"]
